Unnamed: 0,10percentage,12percentage,collegeGPA,English,Logical,Quant,Domain,ComputerProgramming,ComputerScience,conscientiousness,agreeableness,extraversion,nueroticism,openess_to_experience,12GradAge,GradAge,Gender_f,Gender_m,12board_cbse,12board_icse,12board_n/a,12board_state,Degree_B.Tech/B.E.,Degree_M.Sc. (Tech.),Degree_M.Tech./M.E.,Degree_MCA,Specialization_CS,Specialization_EC,Specialization_EL,Specialization_ME,Specialization_other
train,91.43,74.0,70.0,665,460,570,0.144789889482462,445,284,0.4155,0.3789,-0.1437,-0.7415,-0.2859,21,21,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0
train,60.8,63.0,68.0,440,400,310,0.144789889482462,345,284,0.4155,-1.1196,0.7785,-0.1076,-0.2859,22,22,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
train,82.8,73.6,67.5,520,450,575,0.744758354008939,545,438,-0.159,0.0459,0.7785,-1.1218,-0.0943,22,22,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0
train,74.0,61.1,71.0,500,460,235,0.0800552813405495,275,253,1.1336,0.3789,0.6248,-1.8824,0.8637,22,22,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0
train,64.66,63.0,67.0,370,410,470,0.842248322257836,415,469,0.2718,-1.1196,-1.8344,-0.7415,-1.8189,22,22,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
train,79.6,87.58,66.3,380,355,210,0.144789889482462,285,284,0.8463,0.7119,0.4711,1.1601,0.4805,21,21,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0
train,80.0,89.0,62.0,325,530,405,0.356536487724475,275,346,0.99,0.3789,-0.2974,-1.1218,-1.244,22,22,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
train,78.0,62.0,60.0,525,435,405,0.744758354008939,415,438,-2.3134,-0.1206,-0.2974,0.1459,-1.6273,23,23,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
train,60.0,47.0,59.9,395,400,390,0.486747008438193,305,376,0.8463,-0.2871,0.01,0.2727,0.0973,21,21,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
train,91.12,72.0,74.0,490,470,585,0.953899775079926,475,530,1.1336,1.5444,1.547,-1.7556,-0.0943,22,22,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0
train,88.6,78.0,84.0,455,560,630,0.0409993103614119,495,223,0.4155,-0.1206,-0.2974,1.1601,0.0973,20,20,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0
train,72.0,54.0,64.0,335,535,400,0.486747008438193,395,376,-1.1644,-0.2871,0.6248,0.1459,-0.0943,21,21,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0
train,85.0,80.0,63.0,660,585,620,0.0219691089363428,-1,376,1.2772,-0.6201,-0.1437,-1.6289,-0.0943,21,21,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0
train,78.0,76.6,75.0,590,555,545,0.911395278391328,525,500,-0.159,-0.2871,0.01,-0.6147,0.2889,22,22,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0
train,73.0,61.0,58.0,520,390,320,0.622642915849938,415,407,0.1282,1.3779,0.6248,-0.2344,0.6721,20,20,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
train,78.0,72.0,64.0,595,530,525,0.486747008438193,445,376,1.4208,1.2114,0.3174,-0.995,1.4386,21,21,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
train,85.8,78.4,77.56,530,595,340,0.842248322257836,485,469,1.2772,1.2114,-2.1418,-1.7556,-0.6692,23,23,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0
train,91.3,88.9,74.86,525,545,560,0.486747008438193,455,376,-1.0208,0.7119,0.4711,-0.2344,0.2889,23,23,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
train,65.6,70.2,79.0,525,590,535,0.744758354008939,615,438,-0.4463,-0.2871,1.2396,-0.7415,0.0973,19,19,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0
train,90.4,79.0,75.16,595,545,690,0.978799292641428,505,561,-0.7335,0.2124,-0.7585,0.2727,-1.0524,20,20,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0
train,81.2,80.7,74.3,500,460,235,0.23780283983757,385,315,1.8517,1.2114,-0.4511,-1.8824,-0.4776,21,21,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
train,82.0,81.2,71.67,580,640,870,0.622642915849938,625,407,-0.5899,1.0449,0.3174,-1.2486,0.8637,20,20,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0
train,81.2,65.2,68.96,570,530,525,0.622642915849938,465,407,-0.8772,-0.9531,-0.6048,0.3995,-1.6273,20,20,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0
train,80.0,79.2,71.4,395,420,270,0.486747008438193,415,376,0.5591,0.7119,1.2396,-0.7415,-0.2859,23,23,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0
train,55.0,68.0,59.0,475,415,435,0.486747008438193,385,376,-0.7651,0.0328,0.0914,1.4136,0.0284,18,18,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
train,89.12,68.0,74.0,465,545,520,0.744758354008939,595,438,0.4155,-0.7866,-0.6048,-1.8824,-2.3937,21,21,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
train,73.0,69.0,65.5,465,480,415,0.622642915849938,435,407,0.1282,-0.1206,0.3174,0.653,-0.6692,22,22,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
train,50.6,56.9,60.01,350,335,400,0.23780283983757,375,315,-0.0154,0.2124,-0.1437,-1.2486,1.247,21,21,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
train,60.14,60.0,77.0,455,485,510,0.622642915849938,435,407,-0.159,0.0459,0.3174,-1.2486,1.0554,20,20,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
train,77.66,90.7,69.5,580,580,560,0.23780283983757,455,315,-2.1698,-0.1206,0.3174,-0.4879,0.0973,22,22,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
train,81.0,66.0,66.0,580,555,465,0.622642915849938,415,407,1.2772,0.0459,1.2396,-1.5021,1.247,22,22,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
train,85.0,75.0,78.4,650,520,560,0.953899775079926,485,530,1.1336,1.0449,0.9322,-0.6147,0.6721,22,22,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0
train,78.8,68.0,67.0,465,555,390,0.622642915849938,465,407,-1.0208,-0.1206,0.4711,-0.6147,-1.0524,22,22,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0
train,71.0,70.0,68.8,425,435,595,0.622642915849938,205,407,-0.4173,0.8518,0.925999999999999,-0.05527,0.0284,21,21,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
train,88.6,92.0,73.0,875,510,500,0.744758354008939,485,438,-0.0154,0.3789,0.1637,0.0192,0.2889,23,23,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
train,80.0,62.0,61.0,490,530,520,0.842248322257836,485,469,-0.7335,0.3789,0.1637,0.1459,-1.0524,22,22,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0
train,79.83,91.5,71.52,615,470,455,0.486747008438193,465,376,-0.0154,0.5454,0.4711,-0.1076,0.2889,23,23,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
train,87.0,70.0,62.0,710,555,570,0.622642915849938,575,407,-0.5899,-0.7866,-0.9122,0.2727,-0.4776,21,21,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0
train,62.0,61.0,72.0,575,575,404,0.486747008438193,495,376,0.99,0.8784,0.7785,-0.7415,0.2889,17,17,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0
train,86.3,89.7,71.0,360,460,430,0.744758354008939,515,438,0.99,-0.6201,-0.4511,-2.0092,0.0973,21,21,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
train,81.0,86.0,74.15,520,625,630,0.978799292641428,615,561,-1.0208,-0.2871,0.6248,-0.995,-0.4776,20,20,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0
train,83.6,60.17,71.3,640,595,800,-1.0,515,561,-1.5953,-0.6201,-1.8344,-0.3612,-1.6273,20,20,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0
train,85.0,85.0,65.25,450,525,515,0.622642915849938,515,407,-1.308,-0.6201,-0.7585,0.3995,-1.4356,20,20,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0
train,69.2,77.4,76.72,535,630,645,0.999664340267414,695,684,-2.3134,1.0449,0.1637,1.5404,0.0973,21,21,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0
train,85.6,69.6,76.6,535,535,400,0.744758354008939,-1,438,-1.1644,-0.2871,-1.6807,0.3995,-1.6273,22,22,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0
train,78.0,62.0,90.0,490,570,450,0.23780283983757,395,315,1.4208,0.3789,0.9322,-1.3753,0.6721,21,21,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0
train,77.0,76.2,70.7,545,530,605,0.622642915849938,485,407,-0.8772,-0.4536,-0.2974,0.0192,-1.6273,23,23,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0
train,70.0,68.8,70.1,360,640,560,0.911395278391328,445,500,0.2718,0.0459,0.9322,-0.3612,0.6721,22,22,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0
train,66.33,61.0,72.0,535,510,680,0.486747008438193,435,376,0.2718,0.5454,-1.527,0.2727,0.6721,22,22,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
train,86.0,79.0,83.01,405,410,690,0.356536487724475,585,346,0.2718,1.5444,0.7785,-0.995,1.6302,21,21,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
train,53.4,66.0,60.62,300,520,330,0.744758354008939,335,438,-0.3027,0.2124,1.0859,1.1601,-0.4776,23,23,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0
train,76.16,74.0,78.9,560,530,235,0.622642915849938,465,407,0.4155,1.2114,0.7785,1.6672,0.2889,21,21,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0
train,80.0,84.0,61.0,560,460,465,-1.0,395,315,0.5591,1.0449,0.9322,-1.7556,0.4805,21,21,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0
train,79.5,71.08,65.68,395,535,515,0.356536487724475,535,346,-0.0154,0.5454,0.9322,1.2869,0.2889,21,21,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
train,66.4,67.75,76.0,535,480,260,0.622642915849938,585,407,1.2772,1.3779,0.4711,-1.8824,0.2889,18,18,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0
train,87.2,71.0,85.5,545,425,500,0.783303536670298,545,284,-0.5899,0.0459,0.1637,0.7798,-0.0943,23,23,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0
train,78.0,87.1,65.0,430,570,615,0.744758354008939,525,438,-1.308,-1.1196,0.4711,0.0192,0.6721,23,23,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
train,77.0,85.0,68.0,545,370,415,-1.0,345,223,-0.7335,-0.2871,1.0859,-0.995,1.4386,21,21,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0
train,75.2,75.2,61.0,395,300,310,0.486747008438193,325,376,-0.8772,-1.7856,-0.7585,0.7798,-1.6273,22,22,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0
train,72.33,67.0,70.84,535,470,620,0.953899775079926,495,530,-0.8772,-1.8855,-0.0319,2.4278,-0.8782,23,23,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
train,85.8,70.1,64.0,595,495,440,0.622642915849938,315,407,-0.5899,1.0449,-0.6048,-0.4879,0.0973,22,22,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0
train,82.0,69.4,71.8,645,595,655,0.953899775079926,635,530,0.1282,0.5454,-1.3733,-1.2486,0.6721,20,20,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0
train,72.83,79.4,78.34,350,630,760,0.144789889482462,455,284,-0.0154,-0.2871,0.4711,-2.0092,-0.6692,23,23,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0
train,81.0,66.0,80.0,545,545,595,0.356536487724475,345,346,-0.7335,0.0459,-0.1437,-0.1076,0.4805,20,20,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0
train,88.33,68.0,78.0,580,570,560,0.356536487724475,445,346,1.2772,0.7119,-0.2974,-0.7415,0.4805,22,22,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0
train,95.2,74.8,76.2,640,605,665,0.953899775079926,-1,530,-0.5899,-0.1206,-0.2974,-0.2344,-0.4776,23,23,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0
train,71.5,62.0,67.2,525,470,585,0.486747008438193,445,376,0.4155,0.2124,-0.4511,-0.6147,0.2889,21,21,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
train,88.0,87.0,79.9,510,425,525,-1.0,465,438,0.8463,-0.7866,1.0859,0.1459,-1.0524,22,22,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0
train,92.0,89.0,83.0,500,595,385,0.622642915849938,355,407,1.7081,-0.9531,-1.0659,-0.8682,-0.0943,23,23,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0
train,68.0,59.0,73.0,545,530,500,0.0800552813405495,345,253,-3.3188,-1.6191,-3.525,0.2727,-0.4776,23,23,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0
train,79.5,76.0,76.0,475,570,595,0.356536487724475,505,346,-1.0208,0.5454,0.6248,1.1601,0.4805,21,21,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0
train,63.0,64.0,70.9,455,475,475,0.842248322257836,635,469,-1.0355,-0.2793,-0.0537,0.5323,0.3049,22,22,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0
train,73.37,61.57,76.0,545,445,510,0.356536487724475,345,346,0.8463,0.2124,0.01,0.3995,0.2889,23,23,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
train,86.0,83.8,77.0,555,605,560,0.486747008438193,465,376,0.9737,1.4368,0.5994,-0.2902,0.3444,22,22,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0
train,78.6,64.8,63.7,615,520,535,0.744758354008939,455,438,0.2718,-0.1206,0.4711,-0.2344,-2.0105,20,20,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0
train,80.0,70.0,65.0,440,440,620,0.744758354008939,465,438,-2.0262,-0.9531,0.9322,-0.4879,-0.4776,21,21,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0
train,76.4,81.1,77.05,440,505,380,0.486747008438193,575,376,0.7027,0.5454,-0.9122,-1.6289,-0.4776,22,22,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0
train,86.88,80.83,67.6,485,375,635,0.356536487724475,445,346,0.99,0.3789,0.01,1.2869,0.4805,22,22,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
train,78.8,76.5,75.9,395,425,370,0.423951396376433,-1,346,-0.3027,0.7119,0.01,-0.7415,-1.6273,22,22,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0
train,74.0,69.0,72.0,545,565,415,0.486747008438193,395,376,-0.159,0.3789,0.7785,-1.5021,-0.2859,22,22,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0
train,92.2,75.6,81.5,685,565,645,0.953899775079926,595,530,1.4208,1.2114,0.3174,-1.5021,0.2889,21,21,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0
train,84.0,87.83,81.0,405,420,475,0.842248322257836,475,469,-0.8772,-1.1196,1.0859,-0.8682,-0.4776,22,22,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
train,81.66,58.55,55.9,630,680,560,0.486747008438193,465,376,0.99,0.8784,1.0859,-0.7415,1.0554,21,21,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
train,78.6,82.6,70.0,590,555,385,0.125690182237981,-1,407,-0.8772,-0.6201,0.3174,-0.2344,1.4386,23,23,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0
train,82.8,69.2,75.9,405,580,605,0.356536487724475,465,346,-0.4463,-0.1206,0.4711,0.2727,-0.2859,23,23,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
train,80.0,78.0,80.35,500,505,565,0.622642915849938,495,407,0.1282,0.7119,0.4711,-1.3753,-0.2859,22,22,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0
train,91.0,91.0,80.6,475,520,765,0.486747008438193,525,376,0.7027,1.0449,1.0859,1.1601,0.6721,21,21,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
train,72.0,72.0,70.0,350,375,310,0.622642915849938,335,407,-1.0208,0.2124,1.547,2.0475,1.0554,21,21,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0
train,66.0,61.0,72.04,640,500,545,0.953899775079926,464,530,0.5591,1.0449,-0.1437,-0.6147,-0.8608,19,19,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
train,83.0,73.0,67.25,525,505,585,0.842248322257836,495,469,-0.159,0.0459,0.01,1.794,-0.6692,21,21,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0
train,79.0,62.5,75.83,490,410,535,0.486747008438193,445,376,-0.4463,-0.2871,-0.6048,0.653,-1.4356,18,18,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0
train,84.0,88.0,72.5,580,565,545,0.423951396376433,325,315,0.1282,0.3789,1.3933,-0.7415,0.8637,22,22,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0
train,81.03,70.0,72.0,510,535,620,0.622642915849938,555,407,-0.7335,0.5454,0.3174,-1.6289,0.0973,21,21,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0
train,84.67,74.92,64.21,490,520,465,0.842248322257836,-1,469,1.5644,1.7109,-0.9122,-1.8824,0.6721,22,22,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
train,90.0,79.4,83.02,545,585,425,0.991230625262871,475,592,0.7027,0.7119,1.547,-0.6147,1.0554,22,22,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0
train,53.3,68.4,70.82,325,400,680,0.23780283983757,445,315,-1.0208,0.0459,-0.1437,1.4136,0.2889,20,20,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
train,78.15,76.8,68.0,525,470,595,0.991397583740291,-1,469,-1.5953,-0.2871,0.7785,0.5262,0.6721,22,22,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0
train,86.9,94.9,68.0,450,535,605,-1.0,315,315,1.4208,1.0449,1.2396,-1.5021,0.0973,23,23,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1
train,90.8,77.0,77.0,520,630,680,0.23780283983757,425,315,-1.0208,0.8784,1.2396,-0.1076,1.6302,22,22,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0
train,69.0,70.0,76.0,580,655,570,0.953899775079926,445,530,0.99,0.2124,-0.1437,-0.8682,1.0554,20,20,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0
train,64.0,76.0,81.0,430,470,475,0.23780283983757,445,315,0.8463,-0.7866,1.0859,0.5262,-0.2859,20,20,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0
train,82.0,82.0,67.0,660,610,705,0.911395278391328,565,500,0.7027,0.3789,-0.1437,-0.1076,0.6721,20,20,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0
train,72.8,65.4,70.59,425,515,475,0.744758354008939,525,438,-1.6538,-0.2012,-0.2714,1.2374,-1.0774,21,21,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0
train,77.8,76.6,84.0,500,495,680,0.991230625262871,555,592,0.1282,1.0449,0.9322,-0.995,-0.0943,21,21,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0
train,78.0,70.0,82.5,545,555,390,0.744758354008939,595,438,0.4155,0.3789,0.6248,-1.6289,-0.4776,22,22,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0
train,79.0,67.7,73.92,630,625,715,0.338786347219528,-1,346,0.99,1.7109,0.9322,-1.2486,0.6721,22,22,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0
train,71.3,79.2,80.05,465,475,650,0.23780283983757,475,315,-1.4517,-0.6201,1.0859,1.6672,-0.2859,23,23,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0
train,82.8,76.6,86.0,520,555,400,0.622642915849938,475,407,-1.0208,1.0449,0.7785,0.2727,-0.6692,22,22,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0
train,78.0,69.0,70.0,650,545,620,0.744758354008939,545,438,0.99,-0.1206,0.01,-0.6147,1.0554,22,22,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0
train,81.0,68.0,63.4,570,435,265,0.744758354008939,365,438,-1.8825,-1.1196,-0.4511,0.0192,-0.8608,22,22,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0
train,68.8,86.0,76.05,570,535,590,0.978799292641428,515,561,-1.5953,0.2124,-1.0659,-0.4879,-0.6692,24,24,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0
train,63.43,51.63,85.8,380,570,560,0.842248322257836,435,469,0.1282,0.0459,1.0859,-0.1076,-0.2859,19,19,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0
train,81.6,78.4,79.56,510,580,515,0.486747008438193,585,376,-2.7443,-0.4536,-1.2196,-0.1076,-1.0524,21,21,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
train,55.5,66.0,61.25,265,325,320,0.486747008438193,395,376,-1.308,-2.1186,-1.2196,0.2727,-1.0524,23,23,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0
train,92.16,93.7,79.98,560,480,665,0.649389714846691,375,253,0.5591,1.5444,1.547,-1.1218,1.6302,23,23,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0
train,71.0,68.0,73.0,570,415,605,0.744758354008939,465,438,-0.0154,0.0459,0.1637,-0.4879,0.0973,22,22,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0
